Scenario,Year,Disease,AgeGroup,Hospitalisations Avoided,95% CL
1,2037,chronic obstructive pulmonary disease,total,384.449674,18.64389
1,2037,coronary heart disease,0-5,0,0
1,2037,coronary heart disease,06-17,0,0
1,2037,coronary heart disease,18-64,4.681958,0.350671
1,2037,coronary heart disease,65+,8.771297,0.524356
1,2037,coronary heart disease,total,13.453255,0.630809
1,2037,lung cancer,0-5,0,0
1,2037,lung cancer,06-17,0.00003,0.027866
1,2037,lung cancer,18-64,1.984236,1.435283
1,2037,lung cancer,65+,5.066063,2.53832
1,2037,lung cancer,total,7.050329,2.916141
1,2037,stroke,0-5,-0.00117,0.008861
1,2037,stroke,06-17,0.007674,0.024658
1,2037,stroke,18-64,0.712564,0.17966
1,2037,stroke,65+,1.51573,0.296183
1,2037,stroke,total,2.234798,0.347403
1,2037,total,total,410.315548,18.890154
1,2038,childhood asthma,0-5,0.024568,0.05388
1,2038,childhood asthma,06-17,0.796682,0.142656
1,2038,childhood asthma,18-64,2.532372,0.379715
1,2038,childhood asthma,65+,-0.068351,0.24479
1,2038,childhood asthma,total,3.285271,0.476823
1,2038,chronic obstructive pulmonary disease,0-5,0,0
1,2038,chronic obstructive pulmonary disease,06-17,0,0
1,2038,chronic obstructive pulmonary disease,18-64,221.266113,12.781447
1,2038,chronic obstructive pulmonary disease,65+,201.435481,14.162681
1,2038,chronic obstructive pulmonary disease,total,422.701594,19.077393
1,2038,coronary heart disease,0-5,0,0
1,2038,coronary heart disease,06-17,0,0
1,2038,coronary heart disease,18-64,4.950567,0.353615
1,2038,coronary heart disease,65+,9.807918,0.542898
1,2038,coronary heart disease,total,14.758485,0.647906
1,2038,lung cancer,0-5,0,0
1,2038,lung cancer,06-17,0.012521,0.031183
1,2038,lung cancer,18-64,2.163955,1.44608
1,2038,lung cancer,65+,5.010855,2.635258
1,2038,lung cancer,total,7.187331,3.006111
1,2038,stroke,0-5,-0.000491,0.008936
1,2038,stroke,06-17,0.009354,0.024825
1,2038,stroke,18-64,0.748214,0.181151
1,2038,stroke,65+,1.785722,0.307097
1,2038,stroke,total,2.542799,0.357519
1,2038,total,total,450.475479,19.332837
1,2039,childhood asthma,0-5,0.038017,0.054658
1,2039,childhood asthma,06-17,0.803436,0.142705
1,2039,childhood asthma,18-64,2.654309,0.383125
1,2039,childhood asthma,65+,-0.082061,0.252866
1,2039,childhood asthma,total,3.413702,0.483816
1,2039,chronic obstructive pulmonary disease,0-5,0,0
1,2039,chronic obstructive pulmonary disease,06-17,0,0
1,2039,chronic obstructive pulmonary disease,18-64,228.549101,12.863824
1,2039,chronic obstructive pulmonary disease,65+,223.471413,14.616634
1,2039,chronic obstructive pulmonary disease,total,452.020515,19.471106
1,2039,coronary heart disease,0-5,0,0
1,2039,coronary heart disease,06-17,0,0
1,2039,coronary heart disease,18-64,5.201481,0.356901
1,2039,coronary heart disease,65+,10.879803,0.561912
1,2039,coronary heart disease,total,16.081284,0.665675
1,2039,lung cancer,0-5,0,0
1,2039,lung cancer,06-17,0.016097,0.030185
1,2039,lung cancer,18-64,2.585542,1.463598
1,2039,lung cancer,65+,6.3999,2.721526
1,2039,lung cancer,total,9.001538,3.090264
1,2039,stroke,0-5,0.001684,0.008941
1,2039,stroke,06-17,0.003547,0.024771
1,2039,stroke,18-64,0.785131,0.183112
1,2039,stroke,65+,2.021086,0.318417
1,2039,stroke,total,2.811447,0.368256
1,2039,total,total,483.328487,19.735412
1,2040,childhood asthma,0-5,0.018353,0.05557
1,2040,childhood asthma,06-17,0.845907,0.143242
1,2040,childhood asthma,18-64,2.803129,0.386712
1,2040,childhood asthma,65+,-0.110807,0.260444
1,2040,childhood asthma,total,3.556582,0.490901
1,2040,chronic obstructive pulmonary disease,0-5,0,0
1,2040,chronic obstructive pulmonary disease,06-17,0,0
1,2040,chronic obstructive pulmonary disease,18-64,238.620964,12.976896
1,2040,chronic obstructive pulmonary disease,65+,243.581225,15.036178
1,2040,chronic obstructive pulmonary disease,total,482.202189,19.861683
1,2040,coronary heart disease,0-5,0,0
1,2040,coronary heart disease,06-17,0,0
1,2040,coronary heart disease,18-64,5.402082,0.360042
1,2040,coronary heart disease,65+,12.019792,0.581292
1,2040,coronary heart disease,total,17.421875,0.683762
1,2040,lung cancer,0-5,0,0
1,2040,lung cancer,06-17,0.009946,0.025092
1,2040,lung cancer,18-64,2.686791,1.494106
1,2040,lung cancer,65+,7.475777,2.813207
1,2040,lung cancer,total,10.172514,3.185454
1,2040,stroke,0-5,-0.000509,0.00918
1,2040,stroke,06-17,0.005006,0.02474
1,2040,stroke,18-64,0.775003,0.185048
1,2040,stroke,65+,2.277258,0.329821
1,2040,stroke,total,3.056757,0.379105
1,2040,total,total,516.409917,20.136678
1,2041,childhood asthma,0-5,0.018182,0.056455
1,2041,childhood asthma,06-17,0.888529,0.144077
1,2041,childhood asthma,18-64,2.939569,0.389684
1,2041,childhood asthma,65+,-0.146399,0.268821
1,2041,childhood asthma,total,3.69988,0.498059
1,2041,chronic obstructive pulmonary disease,0-5,0,0
1,2041,chronic obstructive pulmonary disease,06-17,0,0
1,2041,chronic obstructive pulmonary disease,18-64,239.995886,13.002773
1,2041,chronic obstructive pulmonary disease,65+,265.120181,15.51502
1,2041,chronic obstructive pulmonary disease,total,505.116067,20.24322
1,2041,coronary heart disease,0-5,0,0
1,2041,coronary heart disease,06-17,0,0
1,2041,coronary heart disease,18-64,5.622761,0.361259
1,2041,coronary heart disease,65+,13.405888,0.602785
1,2041,coronary heart disease,total,19.028649,0.70275
1,2041,lung cancer,0-5,0,0
1,2041,lung cancer,06-17,0.000014,0.016333
1,2041,lung cancer,18-64,3.154207,1.508841
1,2041,lung cancer,65+,7.976372,2.90933
1,2041,lung cancer,total,11.130593,3.277358
1,2041,stroke,0-5,0.003035,0.009298
1,2041,stroke,06-17,0.001506,0.024841
1,2041,stroke,18-64,0.77807,0.18635
1,2041,stroke,65+,2.506085,0.342031
1,2041,stroke,total,3.288696,0.390404
1,2041,total,total,542.263885,20.528599
1,2042,childhood asthma,0-5,0.016804,0.057402
1,2042,childhood asthma,06-17,0.923744,0.145283
1,2042,childhood asthma,18-64,3.03127,0.392733
1,2042,childhood asthma,65+,-0.091242,0.277117
1,2042,childhood asthma,total,3.880576,0.505406
1,2042,chronic obstructive pulmonary disease,0-5,0,0
1,2042,chronic obstructive pulmonary disease,06-17,0,0
1,2042,chronic obstructive pulmonary disease,18-64,246.226003,13.056115
1,2042,chronic obstructive pulmonary disease,65+,286.770809,15.996693
1,2042,chronic obstructive pulmonary disease,total,532.996811,20.648397
1,2042,coronary heart disease,0-5,0,0
1,2042,coronary heart disease,06-17,0,0
1,2042,coronary heart disease,18-64,5.863628,0.362221
1,2042,coronary heart disease,65+,14.710446,0.625042
1,2042,coronary heart disease,total,20.574074,0.722413
1,2042,lung cancer,0-5,0,0
1,2042,lung cancer,06-17,-0.007003,0.009705
1,2042,lung cancer,18-64,3.228718,1.532822
1,2042,lung cancer,65+,8.411742,3.001889
1,2042,lung cancer,total,11.633456,3.370604
1,2042,stroke,0-5,0.00313,0.00932
1,2042,stroke,06-17,-0.000792,0.025148
1,2042,stroke,18-64,0.853939,0.187529
1,2042,stroke,65+,2.750673,0.354704
1,2042,stroke,total,3.60695,0.402121
1,2042,total,total,572.691867,20.944123
1,2043,childhood asthma,0-5,0.033365,0.058348
1,2043,childhood asthma,06-17,0.960329,0.146869
1,2043,childhood asthma,18-64,3.124574,0.395144
1,2043,childhood asthma,65+,-0.087801,0.28666
1,2043,childhood asthma,total,4.030467,0.513115
1,2043,chronic obstructive pulmonary disease,0-5,0,0
1,2043,chronic obstructive pulmonary disease,06-17,0,0
1,2043,chronic obstructive pulmonary disease,18-64,249.414393,13.069125
1,2043,chronic obstructive pulmonary disease,65+,315.648051,16.509389
1,2043,chronic obstructive pulmonary disease,total,565.062444,21.056162
1,2043,coronary heart disease,0-5,0,0
1,2043,coronary heart disease,06-17,0,0
1,2043,coronary heart disease,18-64,5.917516,0.361168
1,2043,coronary heart disease,65+,16.404791,0.648854
1,2043,coronary heart disease,total,22.322307,0.742599
1,2043,lung cancer,0-5,0,0
1,2043,lung cancer,06-17,-0.010808,0.021233
1,2043,lung cancer,18-64,3.607901,1.539273
1,2043,lung cancer,65+,8.356964,3.106945
1,2043,lung cancer,total,11.954057,3.467408
1,2043,stroke,0-5,0.001276,0.009704
1,2043,stroke,06-17,0.000408,0.025613
1,2043,stroke,18-64,0.934824,0.187805
1,2043,stroke,65+,3.001925,0.367989
1,2043,stroke,total,3.938433,0.41405
1,2043,total,total,607.307707,21.362843
1,2044,childhood asthma,0-5,0.026924,0.059499
1,2044,childhood asthma,06-17,1.029262,0.148806
1,2044,childhood asthma,18-64,3.264127,0.397707
1,2044,childhood asthma,65+,-0.174881,0.296203
1,2044,childhood asthma,total,4.14543,0.521143
1,2044,chronic obstructive pulmonary disease,0-5,0,0
1,2044,chronic obstructive pulmonary disease,06-17,0,0
1,2044,chronic obstructive pulmonary disease,18-64,253.990556,13.100373
1,2044,chronic obstructive pulmonary disease,65+,339.263613,17.072843
1,2044,chronic obstructive pulmonary disease,total,593.254169,21.519799
1,2044,coronary heart disease,0-5,0,0
1,2044,coronary heart disease,06-17,0,0
1,2044,coronary heart disease,18-64,6.027657,0.35926
1,2044,coronary heart disease,65+,17.974174,0.673916
1,2044,coronary heart disease,total,24.00183,0.763696
1,2044,lung cancer,0-5,0,0
1,2044,lung cancer,06-17,0.000014,0.014611
1,2044,lung cancer,18-64,3.010207,1.542526
1,2044,lung cancer,65+,8.811433,3.214807
1,2044,lung cancer,total,11.821654,3.565751
1,2044,stroke,0-5,0.001663,0.009914
1,2044,stroke,06-17,0.002989,0.02586
1,2044,stroke,18-64,0.907681,0.18774
1,2044,stroke,65+,3.274052,0.381975
1,2044,stroke,total,4.186385,0.426519
1,2044,total,total,637.409467,21.836965
1,2045,childhood asthma,0-5,0.036103,0.060741
1,2045,childhood asthma,06-17,1.049652,0.151131
1,2045,childhood asthma,18-64,3.349547,0.399105
1,2045,childhood asthma,65+,-0.231044,0.307702
1,2045,childhood asthma,total,4.204258,0.529618
1,2045,chronic obstructive pulmonary disease,0-5,0,0
1,2045,chronic obstructive pulmonary disease,06-17,0,0
1,2045,chronic obstructive pulmonary disease,18-64,249.61169,13.022739
1,2045,chronic obstructive pulmonary disease,65+,374.754557,17.71333
1,2045,chronic obstructive pulmonary disease,total,624.366247,21.985309
1,2045,coronary heart disease,0-5,0,0
1,2045,coronary heart disease,06-17,0,0
1,2045,coronary heart disease,18-64,6.097699,0.357056
1,2045,coronary heart disease,65+,19.767074,0.699817
1,2045,coronary heart disease,total,25.864773,0.785642
1,2045,lung cancer,0-5,0,0
1,2045,lung cancer,06-17,0.000031,0.021345
1,2045,lung cancer,18-64,2.952574,1.533417
1,2045,lung cancer,65+,9.492336,3.335936
1,2045,lung cancer,total,12.444941,3.671551
1,2045,stroke,0-5,0.004697,0.010156
1,2045,stroke,06-17,-0.000195,0.026104
1,2045,stroke,18-64,0.959221,0.186619
1,2045,stroke,65+,3.490094,0.396946
1,2045,stroke,total,4.453818,0.439519
1,2045,total,total,671.334037,22.314233
1,2046,childhood asthma,0-5,0.037179,0.062119
1,2046,childhood asthma,06-17,1.053058,0.153725
1,2046,childhood asthma,18-64,3.485914,0.401876
1,2046,childhood asthma,65+,-0.35193,0.31755
1,2046,childhood asthma,total,4.224223,0.53836
1,2046,chronic obstructive pulmonary disease,0-5,0,0
1,2046,chronic obstructive pulmonary disease,06-17,0,0
1,2046,chronic obstructive pulmonary disease,18-64,255.27276,13.063713
1,2046,chronic obstructive pulmonary disease,65+,401.899675,18.259283
1,2046,chronic obstructive pulmonary disease,total,657.172436,22.451325
1,2046,coronary heart disease,0-5,0,0
1,2046,coronary heart disease,06-17,0,0
1,2046,coronary heart disease,18-64,6.316094,0.358645
1,2046,coronary heart disease,65+,21.351703,0.723901
1,2046,coronary heart disease,total,27.667795,0.807874
1,2046,lung cancer,0-5,0,0
1,2046,lung cancer,06-17,0.004011,0.020646
1,2046,lung cancer,18-64,2.958846,1.539412
1,2046,lung cancer,65+,10.464222,3.449007
1,2046,lung cancer,total,13.427078,3.777019
1,2046,stroke,0-5,-0.001095,0.010397
1,2046,stroke,06-17,-0.001428,0.026502
1,2046,stroke,18-64,1.021293,0.187222
1,2046,stroke,65+,3.763697,0.411168
1,2046,stroke,total,4.782468,0.452683
1,2046,total,total,707.274,22.791999
1,2047,childhood asthma,0-5,0.034845,0.063374
1,2047,childhood asthma,06-17,1.11203,0.156687
1,2047,childhood asthma,18-64,3.55112,0.405306
1,2047,childhood asthma,65+,-0.43472,0.326977
1,2047,childhood asthma,total,4.263273,0.547498
1,2047,chronic obstructive pulmonary disease,0-5,0,0
1,2047,chronic obstructive pulmonary disease,06-17,0,0
1,2047,chronic obstructive pulmonary disease,18-64,258.453425,13.157942
1,2047,chronic obstructive pulmonary disease,65+,426.077362,18.745586
1,2047,chronic obstructive pulmonary disease,total,684.530788,22.902585
1,2047,coronary heart disease,0-5,0,0
1,2047,coronary heart disease,06-17,0,0
1,2047,coronary heart disease,18-64,6.499322,0.363267
1,2047,coronary heart disease,65+,23.241116,0.748171
1,2047,coronary heart disease,total,29.740438,0.831699
1,2047,lung cancer,0-5,0,0
1,2047,lung cancer,06-17,0.008267,0.019782
1,2047,lung cancer,18-64,3.251757,1.553154
1,2047,lung cancer,65+,11.535081,3.565011
1,2047,lung cancer,total,14.795104,3.888699
1,2047,stroke,0-5,-0.001122,0.010632
1,2047,stroke,06-17,-0.000674,0.027019
1,2047,stroke,18-64,1.038059,0.188744
1,2047,stroke,65+,3.977118,0.425719
1,2047,stroke,total,5.01338,0.466588
1,2047,total,total,738.342985,23.256388
1,2048,childhood asthma,0-5,0.019674,0.064654
1,2048,childhood asthma,06-17,1.133308,0.159972
1,2048,childhood asthma,18-64,3.593224,0.409717
1,2048,childhood asthma,65+,-0.44658,0.335557
1,2048,childhood asthma,total,4.299626,0.556989
1,2048,chronic obstructive pulmonary disease,0-5,0,0
1,2048,chronic obstructive pulmonary disease,06-17,0,0
1,2048,chronic obstructive pulmonary disease,18-64,261.8828,13.302781
1,2048,chronic obstructive pulmonary disease,65+,443.44373,19.167227
1,2048,chronic obstructive pulmonary disease,total,705.326529,23.331236
1,2048,coronary heart disease,0-5,0,0
1,2048,coronary heart disease,06-17,0,0
1,2048,coronary heart disease,18-64,6.611137,0.369128
1,2048,coronary heart disease,65+,25.134105,0.772569
1,2048,coronary heart disease,total,31.745243,0.856224
1,2048,lung cancer,0-5,0,0
1,2048,lung cancer,06-17,0.012865,0.030149
1,2048,lung cancer,18-64,3.356186,1.5759
1,2048,lung cancer,65+,12.980765,3.673734
1,2048,lung cancer,total,16.349815,3.997586
1,2048,stroke,0-5,0.001176,0.011088
1,2048,stroke,06-17,-0.000261,0.027522
1,2048,stroke,18-64,1.092949,0.191221
1,2048,stroke,65+,4.338516,0.440125
1,2048,stroke,total,5.43238,0.480787
1,2048,total,total,763.153593,23.698139
1,2049,childhood asthma,0-5,-0.016327,0.065989
1,2049,childhood asthma,06-17,1.149971,0.163723
1,2049,childhood asthma,18-64,3.73179,0.413984
1,2049,childhood asthma,65+,-0.51709,0.344855
1,2049,childhood asthma,total,4.348344,0.566982
1,2049,chronic obstructive pulmonary disease,0-5,0,0
1,2049,chronic obstructive pulmonary disease,06-17,0,0
1,2049,chronic obstructive pulmonary disease,18-64,263.393374,13.410714
1,2049,chronic obstructive pulmonary disease,65+,468.645282,19.619233
1,2049,chronic obstructive pulmonary disease,total,732.038657,23.764712
1,2049,coronary heart disease,0-5,0,0
1,2049,coronary heart disease,06-17,0,0
1,2049,coronary heart disease,18-64,6.809487,0.374612
1,2049,coronary heart disease,65+,26.950675,0.797328
1,2049,coronary heart disease,total,33.760161,0.880946
1,2049,lung cancer,0-5,0,0
1,2049,lung cancer,06-17,0.0045,0.031244
1,2049,lung cancer,18-64,3.435571,1.590156
1,2049,lung cancer,65+,13.758575,3.794143
1,2049,lung cancer,total,17.198646,4.114011
1,2049,stroke,0-5,0.001625,0.011151
1,2049,stroke,06-17,-0.003205,0.028136
1,2049,stroke,18-64,1.107405,0.193017
1,2049,stroke,65+,4.719798,0.455254
1,2049,stroke,total,5.825623,0.495405
1,2049,total,total,793.17143,24.146006
1,2050,childhood asthma,0-5,-0.036746,0.06728
1,2050,childhood asthma,06-17,1.17364,0.167565
1,2050,childhood asthma,18-64,3.95012,0.416952
1,2050,childhood asthma,65+,-0.587292,0.356243
1,2050,childhood asthma,total,4.499723,0.577376
1,2050,chronic obstructive pulmonary disease,0-5,0,0
1,2050,chronic obstructive pulmonary disease,06-17,0,0
1,2050,chronic obstructive pulmonary disease,18-64,260.248611,13.349619
1,2050,chronic obstructive pulmonary disease,65+,494.706458,20.176194
1,2050,chronic obstructive pulmonary disease,total,754.955071,24.19279
1,2050,coronary heart disease,0-5,0,0
1,2050,coronary heart disease,06-17,0,0
1,2050,coronary heart disease,18-64,6.847573,0.374718
1,2050,coronary heart disease,65+,28.873387,0.824766
1,2050,coronary heart disease,total,35.72096,0.905899
1,2050,lung cancer,0-5,0,0
1,2050,lung cancer,06-17,0.004605,0.015574
1,2050,lung cancer,18-64,2.842178,1.581809
1,2050,lung cancer,65+,14.951774,3.918268
1,2050,lung cancer,total,17.798556,4.22554
1,2050,stroke,0-5,0.008127,0.011105
1,2050,stroke,06-17,-0.013258,0.028856
1,2050,stroke,18-64,1.055928,0.192522
1,2050,stroke,65+,5.036481,0.471315
1,2050,stroke,total,6.087278,0.510058
1,2050,total,total,819.061587,24.587811
2,2016,childhood asthma,0-5,0.00517,0.051734
2,2016,childhood asthma,06-17,0.068979,0.120487
2,2016,childhood asthma,18-64,0.462796,0.289366
2,2016,childhood asthma,65+,0.118922,0.123474
2,2016,childhood asthma,total,0.655868,0.34084
2,2016,chronic obstructive pulmonary disease,0-5,0,0
2,2016,chronic obstructive pulmonary disease,06-17,0,0
2,2016,chronic obstructive pulmonary disease,18-64,6.78661,7.230428
2,2016,chronic obstructive pulmonary disease,65+,-0.906154,6.792889
2,2016,chronic obstructive pulmonary disease,total,5.880457,9.920807
2,2016,coronary heart disease,0-5,0,0
2,2016,coronary heart disease,06-17,0,0
2,2016,coronary heart disease,18-64,0.097528,0.218922
2,2016,coronary heart disease,65+,0.256509,0.300699
2,2016,coronary heart disease,total,0.354037,0.37195
2,2016,lung cancer,0-5,0,0
2,2016,lung cancer,06-17,0.001662,0.01562
2,2016,lung cancer,18-64,-0.104788,0.750983
2,2016,lung cancer,65+,-0.266132,1.20834
2,2016,lung cancer,total,-0.369257,1.42278
2,2016,stroke,0-5,-0.003015,0.008604
2,2016,stroke,06-17,0.015149,0.020798
2,2016,stroke,18-64,-0.006756,0.111325
2,2016,stroke,65+,0.009622,0.162363
2,2016,stroke,total,0.015,0.198146
2,2016,total,total,6.536104,10.036957
2,2017,childhood asthma,0-5,0.006441,0.0523
2,2017,childhood asthma,06-17,0.110871,0.122683
2,2017,childhood asthma,18-64,0.423354,0.293536
2,2017,childhood asthma,65+,0.09204,0.125959
2,2017,childhood asthma,total,0.632706,0.346144
2,2017,chronic obstructive pulmonary disease,0-5,0,0
2,2017,chronic obstructive pulmonary disease,06-17,0,0
2,2017,chronic obstructive pulmonary disease,18-64,7.205708,7.568939
2,2017,chronic obstructive pulmonary disease,65+,1.594214,7.013153
2,2017,chronic obstructive pulmonary disease,total,8.799923,10.318583
2,2017,coronary heart disease,0-5,0,0
2,2017,coronary heart disease,06-17,0,0
2,2017,coronary heart disease,18-64,0.153099,0.225074
2,2017,coronary heart disease,65+,0.254981,0.305462
2,2017,coronary heart disease,total,0.408081,0.379427
2,2017,lung cancer,0-5,0,0
2,2017,lung cancer,06-17,-0.001712,0.01299
2,2017,lung cancer,18-64,0.227729,0.793191
2,2017,lung cancer,65+,0.185891,1.273077
2,2017,lung cancer,total,0.411908,1.500016
2,2017,stroke,0-5,-0.003807,0.008757
2,2017,stroke,06-17,0.0155,0.021139
2,2017,stroke,18-64,-0.043493,0.114361
2,2017,stroke,65+,0.071145,0.165059
2,2017,stroke,total,0.039345,0.202105
2,2017,total,total,10.291963,10.441639
2,2018,childhood asthma,0-5,0.011769,0.052123
2,2018,childhood asthma,06-17,0.16195,0.124804
2,2018,childhood asthma,18-64,0.410972,0.297435
2,2018,childhood asthma,65+,0.124067,0.128322
2,2018,childhood asthma,total,0.708758,0.351038
2,2018,chronic obstructive pulmonary disease,0-5,0,0
2,2018,chronic obstructive pulmonary disease,06-17,0,0
2,2018,chronic obstructive pulmonary disease,18-64,11.804729,7.892365
2,2018,chronic obstructive pulmonary disease,65+,5.2017,7.201432
2,2018,chronic obstructive pulmonary disease,total,17.006429,10.684103
2,2018,coronary heart disease,0-5,0,0
2,2018,coronary heart disease,06-17,0,0
2,2018,coronary heart disease,18-64,0.18665,0.231459
2,2018,coronary heart disease,65+,0.380178,0.310284
2,2018,coronary heart disease,total,0.566827,0.387104
2,2018,lung cancer,0-5,0,0
2,2018,lung cancer,06-17,0.003516,0.016881
2,2018,lung cancer,18-64,0.683878,0.83633
2,2018,lung cancer,65+,-0.116982,1.323658
2,2018,lung cancer,total,0.570411,1.565823
2,2018,stroke,0-5,-0.004151,0.008725
2,2018,stroke,06-17,0.00787,0.02145
2,2018,stroke,18-64,0.001696,0.117445
2,2018,stroke,65+,0.094906,0.167838
2,2018,stroke,total,0.10032,0.206154
2,2018,total,total,18.952745,10.812837
2,2019,childhood asthma,0-5,0.003691,0.052098
2,2019,childhood asthma,06-17,0.235682,0.126938
2,2019,childhood asthma,18-64,0.414998,0.30136
2,2019,childhood asthma,65+,0.12574,0.131029
2,2019,childhood asthma,total,0.780112,0.35611
2,2019,chronic obstructive pulmonary disease,0-5,0,0
2,2019,chronic obstructive pulmonary disease,06-17,0,0
2,2019,chronic obstructive pulmonary disease,18-64,19.763721,8.18713
2,2019,chronic obstructive pulmonary disease,65+,9.303794,7.40484
2,2019,chronic obstructive pulmonary disease,total,29.067516,11.039057
2,2019,coronary heart disease,0-5,0,0
2,2019,coronary heart disease,06-17,0,0
2,2019,coronary heart disease,18-64,0.332398,0.237684
2,2019,coronary heart disease,65+,0.546391,0.316086
2,2019,coronary heart disease,total,0.878789,0.39548
2,2019,lung cancer,0-5,0,0
2,2019,lung cancer,06-17,-0.001807,0.016977
2,2019,lung cancer,18-64,0.760872,0.874913
2,2019,lung cancer,65+,0.848495,1.368786
2,2019,lung cancer,total,1.607561,1.624603
2,2019,stroke,0-5,-0.006725,0.008707
2,2019,stroke,06-17,0.007167,0.021756
2,2019,stroke,18-64,0.015579,0.12048
2,2019,stroke,65+,0.109038,0.171105
2,2019,stroke,total,0.12506,0.210574
2,2019,total,total,32.459037,11.17263
2,2020,childhood asthma,0-5,-0.000895,0.051936
2,2020,childhood asthma,06-17,0.32785,0.128913
2,2020,childhood asthma,18-64,0.460919,0.305163
2,2020,childhood asthma,65+,0.129144,0.13403
2,2020,childhood asthma,total,0.917017,0.361115
2,2020,chronic obstructive pulmonary disease,0-5,0,0
2,2020,chronic obstructive pulmonary disease,06-17,0,0
2,2020,chronic obstructive pulmonary disease,18-64,30.389419,8.466873
2,2020,chronic obstructive pulmonary disease,65+,14.826694,7.61442
2,2020,chronic obstructive pulmonary disease,total,45.216113,11.387157
2,2020,coronary heart disease,0-5,0,0
2,2020,coronary heart disease,06-17,0,0
2,2020,coronary heart disease,18-64,0.5163,0.243675
2,2020,coronary heart disease,65+,0.76032,0.322153
2,2020,coronary heart disease,total,1.276621,0.403931
2,2020,lung cancer,0-5,0,0
2,2020,lung cancer,06-17,0.005561,0.018884
2,2020,lung cancer,18-64,1.074332,0.906071
2,2020,lung cancer,65+,0.519431,1.411262
2,2020,lung cancer,total,1.599325,1.677194
2,2020,stroke,0-5,-0.005557,0.008772
2,2020,stroke,06-17,-0.00273,0.022021
2,2020,stroke,18-64,0.056235,0.123503
2,2020,stroke,65+,0.099508,0.174724
2,2020,stroke,total,0.147456,0.215275
2,2020,total,total,49.156533,11.524765
2,2021,childhood asthma,0-5,-0.018218,0.052345
2,2021,childhood asthma,06-17,0.465171,0.131525
2,2021,childhood asthma,18-64,0.484273,0.308951
2,2021,childhood asthma,65+,0.145149,0.137548
2,2021,childhood asthma,total,1.076375,0.366618
2,2021,chronic obstructive pulmonary disease,0-5,0,0
2,2021,chronic obstructive pulmonary disease,06-17,0,0
2,2021,chronic obstructive pulmonary disease,18-64,37.08746,8.760661
2,2021,chronic obstructive pulmonary disease,65+,19.483019,7.840483
2,2021,chronic obstructive pulmonary disease,total,56.57048,11.7568
2,2021,coronary heart disease,0-5,0,0
2,2021,coronary heart disease,06-17,0,0
2,2021,coronary heart disease,18-64,0.634854,0.250122
2,2021,coronary heart disease,65+,1.053106,0.329362
2,2021,coronary heart disease,total,1.68796,0.413571
2,2021,lung cancer,0-5,0,0
2,2021,lung cancer,06-17,-0.007626,0.019055
2,2021,lung cancer,18-64,0.865718,0.939514
2,2021,lung cancer,65+,0.848733,1.453231
2,2021,lung cancer,total,1.706825,1.730588
2,2021,stroke,0-5,-0.003026,0.00893
2,2021,stroke,06-17,0.002942,0.022613
2,2021,stroke,18-64,0.088871,0.126654
2,2021,stroke,65+,0.163299,0.178789
2,2021,stroke,total,0.252086,0.220449
2,2021,total,total,61.293727,11.898375
2,2022,childhood asthma,0-5,-0.007772,0.051566
2,2022,childhood asthma,06-17,0.613977,0.134521
2,2022,childhood asthma,18-64,0.51895,0.313087
2,2022,childhood asthma,65+,0.147652,0.141338
2,2022,childhood asthma,total,1.272807,0.372498
2,2022,chronic obstructive pulmonary disease,0-5,0,0
2,2022,chronic obstructive pulmonary disease,06-17,0,0
2,2022,chronic obstructive pulmonary disease,18-64,45.619671,9.066661
2,2022,chronic obstructive pulmonary disease,65+,25.745707,8.080485
2,2022,chronic obstructive pulmonary disease,total,71.365377,12.144899
2,2022,coronary heart disease,0-5,0,0
2,2022,coronary heart disease,06-17,0,0
2,2022,coronary heart disease,18-64,0.797082,0.257294
2,2022,coronary heart disease,65+,1.29178,0.337446
2,2022,coronary heart disease,total,2.088862,0.424347
2,2022,lung cancer,0-5,0,0
2,2022,lung cancer,06-17,-0.009814,0.018451
2,2022,lung cancer,18-64,0.899869,0.974195
2,2022,lung cancer,65+,0.893919,1.503176
2,2022,lung cancer,total,1.783974,1.791349
2,2022,stroke,0-5,-0.001687,0.008815
2,2022,stroke,06-17,0.004487,0.023114
2,2022,stroke,18-64,0.086497,0.130216
2,2022,stroke,65+,0.256417,0.183458
2,2022,stroke,total,0.345713,0.226329
2,2022,total,total,76.856733,12.291362
2,2023,childhood asthma,0-5,-0.018797,0.051122
2,2023,childhood asthma,06-17,0.766548,0.136878
2,2023,childhood asthma,18-64,0.542935,0.317376
2,2023,childhood asthma,65+,0.14871,0.145344
2,2023,childhood asthma,total,1.439397,0.37842
2,2023,chronic obstructive pulmonary disease,0-5,0,0
2,2023,chronic obstructive pulmonary disease,06-17,0,0
2,2023,chronic obstructive pulmonary disease,18-64,57.239071,9.353006
2,2023,chronic obstructive pulmonary disease,65+,30.798514,8.326851
2,2023,chronic obstructive pulmonary disease,total,88.037586,12.522587
2,2023,coronary heart disease,0-5,0,0
2,2023,coronary heart disease,06-17,0,0
2,2023,coronary heart disease,18-64,1.013823,0.264527
2,2023,coronary heart disease,65+,1.52031,0.345921
2,2023,coronary heart disease,total,2.534132,0.435472
2,2023,lung cancer,0-5,0,0
2,2023,lung cancer,06-17,-0.002018,0.020572
2,2023,lung cancer,18-64,0.857405,1.014496
2,2023,lung cancer,65+,1.45793,1.549292
2,2023,lung cancer,total,2.313317,1.852007
